"brand","model","vehicle_age","km_driven","seller_type","fuel_type","transmission_type","mileage","engine","max_power","seats","selling_price","actual_price","fixed_profit"
"Hyundai","i10","12","67000","Dealer","Petrol","Manual","19.81","1086","68.05","5","150000","130000","20000"
"Hyundai","i10","12","67000","Individual","Petrol","Manual","20.36","1197","78.9","5","210000","190000","20000"
"Hyundai","i10","12","100000","Individual","Petrol","Manual","19.81","1086","68.05","5","215000","195000","20000"
"Hyundai","i10","13","30000","Individual","Petrol","Manual","19.81","1086","68.05","5","160000","140000","20000"
"Hyundai","i10","13","57215","Individual","Petrol","Manual","20.36","1197","78.9","5","160000","140000","20000"
"Hyundai","i10","13","92000","Dealer","Petrol","Manual","19.81","1086","68.05","5","190000","170000","20000"
"Hyundai","i20","1","3700","Dealer","Petrol","Manual","18.6","1197","81.86","5","765000","700000","65000"
"Hyundai","i20","2","15000","Dealer","Petrol","Manual","18.6","1197","81.86","5","620000","555000","65000"
"Hyundai","i20","2","39000","Dealer","Petrol","Manual","18.6","1197","81.83","5","655000","590000","65000"
"Hyundai","i20","3","12000","Individual","Petrol","Manual","17.19","1197","81.86","5","600000","535000","65000"
"Hyundai","i20","3","15000","Individual","Diesel","Manual","22.54","1396","88.73","5","850000","765000","85000"
"Hyundai","i20","3","25000","Individual","Petrol","Manual","17.19","1197","81.86","5","700000","635000","65000"
"Hyundai","i20","3","34000","Individual","Petrol","Manual","18.6","1197","81.83","5","550000","485000","65000"
"Hyundai","i20","3","35000","Individual","Petrol","Manual","18.6","1197","81.83","5","600000","535000","65000"
"Hyundai","i20","3","40000","Individual","Petrol","Manual","18.6","1197","81.83","5","598000","533000","65000"
"Hyundai","i20","4","33230","Dealer","Petrol","Manual","18.6","1197","81.83","5","655000","590000","65000"
"Hyundai","i20","4","35000","Individual","Petrol","Manual","18.6","1197","81.83","5","550000","485000","65000"
"Hyundai","i20","4","44000","Dealer","Petrol","Manual","18.6","1197","81.83","5","550000","485000","65000"
"Hyundai","i20","4","45000","Individual","Petrol","Manual","18.6","1197","81.83","5","600000","535000","65000"
"Hyundai","i20","4","48000","Individual","Petrol","Manual","17.19","1197","81.86","5","520000","455000","65000"
"Hyundai","i20","4","55000","Individual","Petrol","Manual","18.6","1197","81.83","5","650000","585000","65000"
"Hyundai","i20","4","64000","Dealer","Petrol","Manual","18.6","1197","81.83","5","480000","435000","45000"
"Hyundai","i20","4","90000","Individual","Petrol","Manual","18.6","1197","81.83","5","500000","455000","45000"
"Hyundai","i20","5","11000","Dealer","Petrol","Manual","18.6","1197","81.83","5","575000","510000","65000"
"Hyundai","i20","5","11000","Dealer","Petrol","Manual","18.6","1197","81.83","5","590000","525000","65000"
"Hyundai","i20","5","20000","Individual","Diesel","Manual","21.19","1396","88.73","5","699000","634000","65000"
"Hyundai","i20","5","22000","Dealer","Petrol","Manual","18.5","1197","82.9","5","550000","485000","65000"
"Hyundai","i20","5","30000","Individual","Diesel","Manual","22.54","1396","88.73","5","820000","735000","85000"
"Hyundai","i20","5","40000","Individual","Petrol","Manual","18.6","1197","81.83","5","550000","485000","65000"
"Hyundai","i20","5","50000","Individual","Diesel","Manual","21.19","1396","88.73","5","700000","635000","65000"
"Hyundai","i20","5","50000","Individual","Petrol","Manual","18.6","1197","81.83","5","480000","435000","45000"
"Hyundai","i20","5","70000","Individual","Diesel","Manual","22.54","1396","88.73","5","750000","685000","65000"
"Hyundai","i20","6","25000","Individual","Petrol","Manual","18.6","1197","81.83","5","475000","430000","45000"
"Hyundai","i20","6","30000","Individual","Petrol","Manual","18.6","1197","81.83","5","500000","455000","45000"
"Hyundai","i20","6","35000","Individual","Diesel","Manual","22.54","1396","88.73","5","600000","535000","65000"
"Hyundai","i20","6","35000","Individual","Petrol","Manual","18.6","1197","81.83","5","470000","425000","45000"
"Hyundai","i20","6","35213","Dealer","Diesel","Manual","22.54","1396","88.73","5","535000","470000","65000"
"Hyundai","i20","6","39000","Dealer","Petrol","Manual","18.6","1197","81.83","5","526000","461000","65000"
"Hyundai","i20","6","42000","Dealer","Petrol","Manual","18.6","1197","81.86","5","545000","480000","65000"
"Hyundai","i20","6","67000","Dealer","Diesel","Manual","22.54","1396","88.73","5","500000","455000","45000"
"Hyundai","i20","7","10000","Individual","Petrol","Manual","18.6","1197","81.83","5","535000","470000","65000"
"Hyundai","i20","7","24000","Individual","Petrol","Manual","18.6","1197","81.83","5","500000","455000","45000"
"Hyundai","i20","7","52000","Dealer","Petrol","Manual","18.6","1197","81.83","5","395000","350000","45000"
"Hyundai","i20","7","67300","Dealer","Diesel","Manual","23","1396","90","5","368000","323000","45000"
"Hyundai","i20","7","100000","Individual","Diesel","Manual","21.9","1396","88.76","5","450000","405000","45000"
"Hyundai","i20","8","15000","Individual","Petrol","Manual","18.5","1197","82.9","5","375000","330000","45000"
"Hyundai","i20","8","35858","Dealer","Petrol","Manual","18.5","1197","82.85","5","350000","305000","45000"
"Hyundai","i20","8","55000","Dealer","Diesel","Manual","21.9","1396","88.76","5","385000","340000","45000"
"Hyundai","i20","8","70000","Individual","Petrol","Manual","18.5","1197","82.85","5","400000","355000","45000"
"Hyundai","i20","8","90000","Individual","Diesel","Manual","22.54","1396","88.76","5","285000","265000","20000"
"Hyundai","i20","8","110000","Individual","Diesel","Manual","21.9","1396","88.76","5","350000","305000","45000"
"Hyundai","i20","9","49566","Dealer","Petrol","Manual","18.5","1197","82.85","5","280000","260000","20000"
"Hyundai","i20","9","120000","Individual","Diesel","Manual","21.9","1396","90","5","350000","305000","45000"
"Hyundai","i20","10","160000","Individual","Diesel","Manual","21.9","1396","90","5","270000","250000","20000"
"Hyundai","i20","11","60000","Individual","Petrol","Manual","17","1197","80","5","215000","195000","20000"
"Hyundai","Santro","1","1000","Dealer","Petrol","Automatic","20.3","1086","68","5","565000","500000","65000"
"Hyundai","Santro","2","5000","Individual","Petrol","Manual","20.3","1086","68","5","410000","365000","45000"
"Hyundai","Santro","2","5000","Individual","Petrol","Manual","20.3","1086","68","5","550000","485000","65000"
"Hyundai","Santro","2","30000","Individual","Petrol","Manual","20.3","1086","68","5","550000","485000","65000"
"Hyundai","Santro","10","174926","Individual","Petrol","Manual","17.92","1086","62.1","5","150000","130000","20000"
"Hyundai","Santro","11","70000","Individual","Petrol","Manual","17.92","1086","62.1","5","225000","205000","20000"
"Hyundai","Santro","12","80000","Individual","Petrol","Manual","17.92","1086","62.1","5","125000","105000","20000"
"Hyundai","Santro","13","69000","Dealer","Petrol","Manual","17.92","1086","62.1","5","125000","105000","20000"
"Hyundai","Santro","13","80000","Individual","Petrol","Manual","17.92","1086","62.1","5","110000","90000","20000"
"Hyundai","Santro","14","56000","Dealer","Petrol","Manual","17.8","1086","63","5","125000","105000","20000"
"Hyundai","Venue","1","5000","Dealer","Diesel","Manual","23.7","1493","98.6","5","890000","805000","85000"
"Hyundai","Venue","2","5400","Dealer","Petrol","Manual","18.27","998","118.35","5","985000","900000","85000"
"Hyundai","Venue","2","20000","Individual","Petrol","Automatic","18.15","998","118.35","5","1050000","965000","85000"
"Hyundai","Venue","2","25000","Individual","Petrol","Manual","18.27","998","118.35","5","949000","864000","85000"
"Hyundai","Venue","2","27594","Dealer","Petrol","Manual","18.27","998","118.35","5","995000","910000","85000"
"Hyundai","Venue","2","34000","Dealer","Petrol","Automatic","18.15","998","118.35","5","1050000","965000","85000"
"Hyundai","Verna","2","14000","Dealer","Diesel","Automatic","22","1582","126.2","5","1250000","1165000","85000"
"Hyundai","Verna","2","15000","Individual","Petrol","Manual","17","1591","121.3","5","1030000","945000","85000"
"Hyundai","Verna","3","14000","Dealer","Diesel","Automatic","22","1582","126.2","5","1250000","1165000","85000"
"Hyundai","Verna","3","15000","Dealer","Diesel","Automatic","19.08","1582","126.2","5","1225000","1140000","85000"
"Hyundai","Verna","3","18329","Dealer","Diesel","Manual","22","1582","126.2","5","990000","905000","85000"
"Hyundai","Verna","4","15000","Individual","Petrol","Automatic","15.74","1591","121.3","5","750000","685000","65000"
"Hyundai","Verna","4","19000","Individual","Petrol","Manual","17","1591","121.3","5","900000","815000","85000"
"Hyundai","Verna","4","36000","Individual","Petrol","Manual","17.43","1396","105.5","5","650000","585000","65000"
"Hyundai","Verna","5","25000","Individual","Petrol","Manual","17.01","1591","121.3","5","780000","715000","65000"
"Hyundai","Verna","5","55000","Dealer","Petrol","Manual","17.01","1591","121.3","5","650000","585000","65000"
"Hyundai","Verna","6","9100","Individual","Petrol","Manual","17.01","1591","121.3","5","650000","585000","65000"
"Hyundai","Verna","6","55000","Dealer","Diesel","Manual","23.9","1582","126.2","5","650000","585000","65000"
"Hyundai","Verna","6","90000","Individual","Diesel","Manual","23.9","1582","126.2","5","525000","460000","65000"
"Hyundai","Verna","6","120000","Individual","Diesel","Manual","23.9","1582","126.2","5","660000","595000","65000"
"Hyundai","Verna","7","45000","Individual","Diesel","Manual","22.32","1582","126.32","5","635000","570000","65000"
"Hyundai","Verna","7","70355","Dealer","Diesel","Manual","22.32","1582","126.32","5","527000","462000","65000"
"Hyundai","Verna","7","89000","Dealer","Diesel","Manual","22.32","1582","126.32","5","470000","425000","45000"
"Hyundai","Verna","7","110000","Individual","Diesel","Manual","22.32","1582","126.3","5","520000","455000","65000"
"Hyundai","Verna","7","120000","Individual","Diesel","Manual","22.32","1582","126.32","5","610000","545000","65000"
"Hyundai","Verna","8","47876","Dealer","Diesel","Manual","25","1493","113.42","5","551000","486000","65000"
"Hyundai","Verna","8","50000","Individual","Petrol","Manual","17.01","1591","121.3","5","510000","445000","65000"
"Hyundai","Verna","8","58000","Dealer","Diesel","Manual","22.32","1582","126.3","5","360000","315000","45000"
"Hyundai","Verna","8","59867","Dealer","Diesel","Manual","22.32","1582","126.32","5","450000","405000","45000"
"Hyundai","Verna","8","65278","Dealer","Diesel","Manual","22.32","1582","126.32","5","425000","380000","45000"
"Hyundai","Verna","8","70000","Dealer","Diesel","Manual","22.32","1582","126.3","5","365000","320000","45000"
"Hyundai","Verna","8","76300","Individual","Diesel","Manual","22.32","1582","126.32","5","480000","435000","45000"
"Hyundai","Verna","8","80000","Individual","Diesel","Manual","22.32","1582","126.3","5","540000","475000","65000"
"Hyundai","Verna","8","100000","Individual","Diesel","Manual","22.32","1582","126.3","5","500000","455000","45000"
"Hyundai","Verna","8","113000","Individual","Diesel","Manual","22.32","1582","126.3","5","480000","435000","45000"
"Hyundai","Verna","9","57000","Dealer","Petrol","Manual","17.01","1591","121.3","5","425000","380000","45000"
"Hyundai","Verna","9","61000","Dealer","Diesel","Manual","22.32","1582","126.3","5","420000","375000","45000"
"Hyundai","Verna","9","65000","Dealer","Diesel","Automatic","19.08","1582","126.32","5","380000","335000","45000"
"Hyundai","Verna","9","68812","Dealer","Diesel","Manual","22.32","1582","126.32","5","440000","395000","45000"
"Hyundai","Verna","9","96000","Individual","Diesel","Manual","22.32","1582","126.32","5","415000","370000","45000"
"Hyundai","Verna","11","10000","Individual","Petrol","Manual","16.2","1599","103.2","5","370000","325000","45000"
"Hyundai","Verna","13","80000","Individual","Petrol","Manual","13.9","1599","103.2","5","130000","110000","20000"
"Hyundai","Verna","15","148000","Individual","Diesel","Manual","16.8","1493","110","5","155000","135000","20000"
"Isuzu","D-Max","4","58132","Dealer","Diesel","Manual","12.4","2499","134","5","1450000","1365000","85000"
"Jaguar","XF","8","30150","Dealer","Diesel","Automatic","16.36","2179","187.7","5","2011000","1926000","85000"
"Jaguar","XF","8","50000","Dealer","Diesel","Automatic","16.36","2179","187.7","5","2150000","2065000","85000"
"Jeep","Wrangler","4","40000","Dealer","Petrol","Automatic","9.5","3604","280","5","4875000","4790000","85000"
"Kia","Seltos","1","3500","Dealer","Petrol","Automatic","16.8","1497","113.4","5","1490000","1405000","85000"
"Kia","Seltos","1","8000","Dealer","Petrol","Manual","16.8","1497","113.4","5","1275000","1190000","85000"
"Kia","Seltos","2","7000","Individual","Petrol","Manual","16.1","1353","138","5","1300000","1215000","85000"
"Kia","Seltos","2","12120","Individual","Petrol","Manual","16.8","1497","113.4","5","1080000","995000","85000"
"Kia","Seltos","2","14000","Dealer","Diesel","Manual","20.8","1493","113.4","5","1350000","1265000","85000"
"Kia","Seltos","2","19000","Individual","Diesel","Manual","20.8","1493","113.4","5","1250000","1165000","85000"
"Land Rover","Rover","2","12000","Dealer","Diesel","Automatic","12.63","2179","147.5","5","4000000","3915000","85000"
"Land Rover","Rover","3","13000","Dealer","Petrol","Automatic","12.19","1997","237.36","4","7000000","6915000","85000"
"Land Rover","Rover","3","25000","Individual","Petrol","Automatic","9.17","2995","335.25","7","6200000","6115000","85000"
"Land Rover","Rover","5","56000","Dealer","Petrol","Automatic","12.63","1999","177","5","2890000","2805000","85000"
"Land Rover","Rover","7","82000","Dealer","Diesel","Automatic","12.7","2179","187.7","5","2590000","2505000","85000"
"Land Rover","Rover","9","70000","Dealer","Diesel","Automatic","12.7","2179","187.7","5","2100000","2015000","85000"
"Land Rover","Rover","9","175000","Individual","Diesel","Automatic","11.8","2993","241.6","7","2500000","2415000","85000"
"Lexus","ES","4","34000","Dealer","Petrol","Automatic","22.37","2487","214.56","5","4100000","4015000","85000"
"Mahindra","Bolero","1","40000","Individual","Diesel","Manual","21","1498","74.96","7","850000","765000","85000"
"Mahindra","Bolero","3","50000","Individual","Diesel","Manual","16.5","1493","70","7","800000","735000","65000"
"Mahindra","Bolero","3","60000","Individual","Diesel","Manual","15.96","2523","62.1","7","750000","685000","65000"
"Mahindra","Bolero","4","80000","Individual","Diesel","Manual","15.96","2523","63","9","600000","535000","65000"
"Mahindra","Bolero","6","50000","Individual","Diesel","Manual","15.96","2523","62.1","7","550000","485000","65000"
"Mahindra","Bolero","6","60000","Individual","Diesel","Manual","15.96","2523","62.1","7","551000","486000","65000"
"Mahindra","Bolero","8","35000","Individual","Diesel","Manual","15.96","2523","62.1","7","500000","455000","45000"
"Mahindra","Bolero","8","80000","Individual","Diesel","Manual","15.96","2523","62.1","7","470000","425000","45000"
"Mahindra","Bolero","9","63497","Individual","Diesel","Manual","15.96","2523","62.1","7","396000","351000","45000"
"Mahindra","Bolero","9","120000","Individual","Diesel","Manual","15.96","2523","62.1","7","460000","415000","45000"
"Mahindra","Bolero","10","25000","Individual","Diesel","Manual","13.6","2523","63","7","350000","305000","45000"
"Mahindra","Bolero","10","30000","Individual","Diesel","Manual","13.6","2523","63","7","425000","380000","45000"
"Mahindra","Bolero","10","46000","Individual","Diesel","Manual","13.6","2523","63","7","340000","295000","45000"
"Mahindra","Bolero","10","47000","Dealer","Diesel","Manual","15.96","2523","62.1","7","440000","395000","45000"
"Mahindra","Bolero","13","120000","Individual","Diesel","Manual","13.6","2523","63","7","375000","330000","45000"
"Mahindra","Bolero","13","220000","Individual","Diesel","Manual","13.6","2523","63","7","260000","240000","20000"
"Mahindra","Bolero","15","120000","Individual","Diesel","Manual","13.6","2523","63","7","150000","130000","20000"
"Mahindra","KUV","4","20000","Individual","Petrol","Manual","18.15","1198","82","6","380000","335000","45000"
"Mahindra","KUV","5","26000","Individual","Petrol","Manual","18.15","1198","82","6","420000","375000","45000"
"Mahindra","KUV","5","52000","Dealer","Diesel","Manual","25.32","1198","77","5","375000","330000","45000"
"Mahindra","KUV","5","70000","Individual","Diesel","Manual","25.32","1198","77","6","310000","265000","45000"
"Mahindra","KUV","5","70000","Individual","Diesel","Manual","25.32","1198","77","6","350000","305000","45000"
"Mahindra","KUV","5","78000","Dealer","Diesel","Manual","25.32","1198","77","6","425000","380000","45000"
"Mahindra","KUV100","2","17000","Individual","Diesel","Manual","25.32","1198","77","6","600000","535000","65000"
"Mahindra","KUV100","3","17000","Individual","Petrol","Manual","18.15","1198","82","5","550000","485000","65000"
"Mahindra","Marazzo","2","36000","Individual","Diesel","Manual","17.3","1497","121","7","990000","905000","85000"
"Mahindra","Marazzo","2","60000","Individual","Diesel","Manual","17.3","1497","121","8","1476000","1391000","85000"
"Mahindra","Scorpio","2","30000","Individual","Diesel","Manual","16.36","2179","140","7","1270000","1185000","85000"
"Mahindra","Scorpio","3","39000","Dealer","Diesel","Manual","16.36","2179","140","7","1275000","1190000","85000"
"Mahindra","Scorpio","3","39000","Dealer","Diesel","Manual","16.36","2179","140","7","1290000","1205000","85000"
"Mahindra","Scorpio","3","60000","Individual","Diesel","Manual","15.4","2523","75","7","900000","815000","85000"
"Mahindra","Scorpio","4","20000","Individual","Diesel","Manual","15.4","2523","75","7","800000","735000","65000"
"Mahindra","Scorpio","4","30000","Dealer","Diesel","Manual","15.4","1997","120","7","1125000","1040000","85000"
"Mahindra","Scorpio","4","30000","Individual","Diesel","Manual","15.4","1997","120","7","1080000","995000","85000"
"Mahindra","Scorpio","4","36000","Dealer","Diesel","Manual","15.4","1997","120","7","1241000","1156000","85000"
"Mahindra","Scorpio","4","42000","Dealer","Diesel","Manual","15.4","1997","120","7","1025000","940000","85000"
"Mahindra","Scorpio","4","42000","Dealer","Diesel","Manual","15.4","2523","75","7","935000","850000","85000"
"Mahindra","Scorpio","4","50000","Individual","Diesel","Manual","15.4","1997","120","7","1150000","1065000","85000"
"Mahindra","Scorpio","4","50000","Individual","Diesel","Manual","15.4","2179","120","7","970000","885000","85000"
"Mahindra","Scorpio","4","56000","Dealer","Diesel","Manual","15.4","1997","120","7","1150000","1065000","85000"
"Mahindra","Scorpio","4","93000","Dealer","Diesel","Manual","15.4","1997","120","7","1060000","975000","85000"
"Mahindra","Scorpio","4","100000","Individual","Diesel","Manual","15.4","1997","120","7","880000","795000","85000"
"Mahindra","Scorpio","4","120000","Individual","Diesel","Manual","15.4","1997","120","7","850000","765000","85000"
"Mahindra","Scorpio","5","35000","Individual","Diesel","Automatic","15.4","2179","120","7","1450000","1365000","85000"
"Mahindra","Scorpio","5","44000","Dealer","Diesel","Manual","15.4","2179","120","7","1050000","965000","85000"
"Mahindra","Scorpio","5","46400","Dealer","Diesel","Manual","15.4","2179","120","7","1150000","1065000","85000"
"Mahindra","Scorpio","5","50000","Individual","Diesel","Manual","15.4","1997","120","7","950000","865000","85000"
"Mahindra","Scorpio","5","90000","Individual","Diesel","Manual","15.4","2179","120","7","900000","815000","85000"
"Mahindra","Scorpio","5","155000","Individual","Diesel","Manual","15.4","1997","120","7","864000","779000","85000"
"Mahindra","Scorpio","6","40000","Dealer","Diesel","Manual","15.4","1997","120","7","1051000","966000","85000"
"Mahindra","Scorpio","6","50000","Individual","Diesel","Manual","15.4","2179","120","7","1000000","915000","85000"
"Mahindra","Scorpio","6","80000","Individual","Diesel","Manual","15.4","2179","120","7","920000","835000","85000"
"Mahindra","Scorpio","6","93469","Dealer","Diesel","Manual","15.4","2179","120","7","890000","805000","85000"
"Mahindra","Scorpio","6","120000","Individual","Diesel","Manual","15.4","2179","120","7","900000","815000","85000"
"Mahindra","Scorpio","6","140000","Individual","Diesel","Manual","15.4","2179","120","7","900000","815000","85000"
"Mahindra","Scorpio","7","70000","Individual","Diesel","Manual","14","2523","75","7","650000","585000","65000"
"Mahindra","Scorpio","7","80000","Individual","Diesel","Manual","12.05","2609","120","8","555000","490000","65000"
"Mahindra","Scorpio","7","120000","Individual","Diesel","Manual","15.4","2523","75","9","750000","685000","65000"
"Mahindra","Scorpio","8","95000","Individual","Diesel","Manual","12.05","2179","120","8","550000","485000","65000"
"Mahindra","Scorpio","8","140000","Individual","Diesel","Manual","12.05","2179","120","8","530000","465000","65000"
"Mahindra","Scorpio","9","32208","Dealer","Diesel","Manual","14","2523","75","8","625000","560000","65000"
"Mahindra","Scorpio","9","147000","Individual","Diesel","Manual","14","2523","75","8","500000","455000","45000"
"Mahindra","Scorpio","9","170000","Individual","Diesel","Manual","12.05","2179","120","8","550000","485000","65000"
"Mahindra","Scorpio","10","60000","Individual","Diesel","Manual","12.05","2179","120","8","465000","420000","45000"
"Mahindra","Scorpio","10","60000","Individual","Diesel","Manual","12.05","2179","120","8","556000","491000","65000"
"Mahindra","Scorpio","11","67900","Dealer","Diesel","Manual","12.05","2179","120","7","300000","280000","20000"
"Mahindra","Scorpio","11","186000","Individual","Diesel","Manual","12.05","2179","120","8","400000","355000","45000"
"Mahindra","Scorpio","13","120000","Individual","Diesel","Manual","10.5","2609","120","9","300000","280000","20000"
"Mahindra","Scorpio","14","110000","Individual","Diesel","Manual","13.5","2179","115","5","280000","260000","20000"
"Mahindra","Thar","3","25000","Individual","Diesel","Manual","16.55","2498","105","6","870000","785000","85000"
"Mahindra","Thar","3","50000","Individual","Diesel","Manual","16.55","2498","105","6","900000","815000","85000"
"Mahindra","Thar","4","55000","Dealer","Diesel","Manual","16.55","2498","105","6","850000","765000","85000"
"Mahindra","Thar","5","40000","Individual","Diesel","Manual","16.55","2498","105","6","620000","555000","65000"
"Mahindra","Thar","6","27000","Individual","Diesel","Manual","16.55","2498","105","6","800000","735000","65000"
"Mahindra","Thar","7","60000","Individual","Diesel","Manual","16.55","2498","105","6","700000","635000","65000"
"Mahindra","Thar","9","50000","Individual","Diesel","Manual","16.55","2498","105","6","500000","455000","45000"
"Mahindra","XUV300","2","25000","Individual","Petrol","Manual","17","1197","110","5","1140000","1055000","85000"
"Mahindra","XUV300","2","30000","Individual","Petrol","Manual","17","1197","110","5","1130000","1045000","85000"
"Mahindra","XUV500","3","20000","Individual","Diesel","Manual","16","2179","140","7","1500000","1415000","85000"
"Mahindra","XUV500","3","21500","Individual","Diesel","Automatic","15.1","2179","152.87","7","1650000","1565000","85000"
"Mahindra","XUV500","3","40000","Individual","Diesel","Manual","16","2179","140","7","1321000","1236000","85000"
"Mahindra","XUV500","3","50000","Individual","Diesel","Automatic","15.1","2179","152.87","7","1300000","1215000","85000"
"Mahindra","XUV500","3","50000","Individual","Diesel","Manual","16","2179","140","7","1050000","965000","85000"
"Mahindra","XUV500","4","50000","Dealer","Diesel","Automatic","16","2179","140","7","1250000","1165000","85000"
"Mahindra","XUV500","4","60000","Individual","Diesel","Automatic","16","2179","140","7","1150000","1065000","85000"
"Mahindra","XUV500","5","83000","Dealer","Diesel","Manual","16","1997","140","7","1025000","940000","85000"
"Mahindra","XUV500","5","100000","Individual","Diesel","Automatic","16","1997","140","7","1180000","1095000","85000"
"Mahindra","XUV500","6","25000","Individual","Diesel","Manual","16","2179","140","7","1400000","1315000","85000"
"Mahindra","XUV500","6","42000","Dealer","Diesel","Manual","16","2179","140","7","925000","840000","85000"
"Mahindra","XUV500","6","47300","Dealer","Diesel","Manual","15.1","2179","140","7","745000","680000","65000"
"Mahindra","XUV500","6","100000","Individual","Diesel","Manual","15.1","2179","140","7","650000","585000","65000"
"Mahindra","XUV500","6","170000","Individual","Diesel","Manual","16","2179","140","7","825000","740000","85000"
"Mahindra","XUV500","7","47240","Dealer","Diesel","Manual","15.1","2179","140","7","800000","735000","65000"
"Mahindra","XUV500","7","170000","Individual","Diesel","Manual","15.1","2179","140","7","825000","740000","85000"
"Mahindra","XUV500","8","50000","Dealer","Diesel","Manual","15.1","2179","140","7","621000","556000","65000"
"Mahindra","XUV500","8","51674","Dealer","Diesel","Manual","15.1","2179","140","7","570000","505000","65000"
"Mahindra","XUV500","8","60000","Individual","Diesel","Manual","15.1","2179","140","7","550000","485000","65000"
"Mahindra","XUV500","8","63000","Dealer","Diesel","Manual","15.1","2179","140","7","650000","585000","65000"
"Mahindra","XUV500","8","85000","Dealer","Diesel","Manual","16","2179","140","7","480000","435000","45000"
"Mahindra","XUV500","8","90000","Individual","Diesel","Manual","15.1","2179","140","7","700000","635000","65000"
"Mahindra","XUV500","8","148736","Individual","Diesel","Manual","15.1","2179","140","7","700000","635000","65000"
"Mahindra","XUV500","9","92000","Dealer","Diesel","Manual","16","2179","140","7","550000","485000","65000"
"Mahindra","XUV500","9","100000","Dealer","Diesel","Manual","15.1","2179","140","7","585000","520000","65000"
"Mahindra","XUV500","9","185000","Individual","Diesel","Manual","15.1","2179","140","7","600000","535000","65000"
"Maruti","Alto","1","5000","Individual","Petrol","Manual","22.05","796","47.3","5","350000","305000","45000"
"Maruti","Alto","2","10300","Individual","Petrol","Manual","24.7","796","47.3","5","300000","280000","20000"
"Maruti","Alto","2","12955","Individual","Petrol","Manual","23.95","998","67.1","5","375000","330000","45000"
"Maruti","Alto","2","25000","Individual","Petrol","Manual","24.7","796","47.3","5","310000","265000","45000"
"Maruti","Alto","3","12000","Individual","Petrol","Manual","24.7","796","47.3","5","300000","280000","20000"
"Maruti","Alto","3","20000","Individual","Petrol","Manual","23.95","998","67.05","5","360000","315000","45000"
"Maruti","Alto","3","22000","Individual","Petrol","Manual","24.7","796","47.3","5","304000","259000","45000"
"Maruti","Alto","4","25000","Individual","Petrol","Manual","24.7","796","47.3","5","275000","255000","20000"
"Maruti","Alto","5","10000","Individual","Petrol","Manual","23.95","998","67.05","5","300000","280000","20000"
"Maruti","Alto","5","10000","Individual","Petrol","Manual","23.95","998","67.05","5","315000","270000","45000"
"Maruti","Alto","5","10370","Individual","Petrol","Manual","22.74","796","47.3","5","320000","275000","45000"
"Maruti","Alto","5","25000","Individual","Petrol","Manual","23.95","998","67.05","5","350000","305000","45000"
"Maruti","Alto","5","30000","Individual","Petrol","Manual","22.74","796","47.3","5","225000","205000","20000"
"Maruti","Alto","5","42000","Dealer","CNG","Manual","33.44","796","40.3","4","260000","240000","20000"
"Maruti","Alto","5","45000","Dealer","CNG","Manual","30.46","796","47.3","5","350000","305000","45000"
"Maruti","Alto","5","50000","Individual","Petrol","Manual","22.74","796","47.3","5","200000","180000","20000"
"Maruti","Alto","5","50000","Individual","Petrol","Manual","24.7","796","47.3","5","220000","200000","20000"
"Maruti","Alto","5","71000","Dealer","Petrol","Manual","24.7","796","47.3","5","299000","279000","20000"
"Maruti","Alto","6","20000","Individual","Petrol","Manual","23.95","998","67.05","5","275000","255000","20000"
"Maruti","Alto","6","33000","Individual","Petrol","Manual","22.74","796","47.3","5","260000","240000","20000"
"Maruti","Alto","6","90000","Individual","Petrol","Manual","22.74","796","47.3","5","200000","180000","20000"
"Maruti","Alto","7","14971","Dealer","Petrol","Manual","22.74","796","47.3","5","230000","210000","20000"
"Maruti","Alto","7","34000","Dealer","Petrol","Manual","23.95","998","67.05","5","251000","231000","20000"
"Maruti","Alto","7","50080","Individual","Petrol","Manual","22.74","796","47.3","5","225000","205000","20000"
"Maruti","Alto","7","52000","Dealer","Petrol","Manual","23.95","998","67.05","5","244000","224000","20000"
"Maruti","Alto","7","65000","Individual","Petrol","Manual","23.95","998","67.05","5","245000","225000","20000"
"Maruti","Alto","7","70000","Individual","Petrol","Manual","23.95","998","67.05","5","250000","230000","20000"
"Maruti","Alto","8","25000","Dealer","Petrol","Manual","20.92","998","67.1","5","230000","210000","20000"
"Maruti","Alto","8","26200","Dealer","Petrol","Manual","22.74","796","47.3","5","235000","215000","20000"
"Maruti","Alto","8","31000","Dealer","Petrol","Manual","20.92","998","67.1","5","230000","210000","20000"
"Maruti","Alto","8","46242","Individual","Petrol","Manual","20.92","998","67.1","5","280000","260000","20000"
"Maruti","Alto","8","47000","Dealer","Petrol","Manual","20.92","998","67.1","5","280000","260000","20000"
"Maruti","Alto","8","55000","Individual","Petrol","Manual","22.74","796","47.3","5","230000","210000","20000"
"Maruti","Alto","8","76000","Dealer","Petrol","Manual","20.92","998","67.1","5","211000","191000","20000"
"Maruti","Alto","8","120000","Individual","Petrol","Manual","22.74","796","47.3","5","200000","180000","20000"
"Maruti","Alto","9","28000","Dealer","Petrol","Manual","19.7","796","46.3","5","180000","160000","20000"
"Maruti","Alto","9","37000","Dealer","Petrol","Manual","20.92","998","67.1","5","250000","230000","20000"
"Maruti","Alto","9","37000","Individual","Petrol","Manual","20.92","998","67.1","5","226000","206000","20000"
"Maruti","Alto","9","41321","Dealer","Petrol","Manual","19.7","796","46.3","5","185000","165000","20000"
